add,bath,bed,car,desc,features,headline,id,lat,lon,photo,postcode,price,street,suburb,type,url,url2,date,min_price,max_price
"1/25-27 Dixmude Street, Granville",2.0,3.0,2,"<b></b><br />Excellent  3 Bedrooms all with builtin wardrobes,  2 Baths, plus study area.
  Double lock-up Garage and  extra storage room
Positioned at the front of the complex . this modern townhouse enjoys a peaceful setting with easy access to publi...","['Floorboards', 'Gas', 'SecureParking', 'Study']",3 BEDROOMS TOWNHOUSE FOR SALE,2016928239.0,-33.8550758,151.01358,https://bucket-api.domain.com.au/v1/bucket/image/2016928239_8_1_210412_052718-w1200-h801,2142,"$720,000",Dixmude Street,GRANVILLE,Townhouse,https://www.domain.com.au/1-25-27-dixmude-street--granville-2142-2016928239,https://www.domain.com.au/1-25-27-dixmude-street-granville-nsw-2142-2016928239,2021-07-10,720000.0,720000.0
"38 Cowper Street, Granville",2.0,2.0,1,"<b></b><br />Are you looking for a more spacious apartment to live?

Are you looking for some place you pay for your own mortgage, not the landlord?

The market is booming. All prices are going up fast.  

But we have an affordable 2 bedroom for ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'InternalLaundry', 'PetsAllowed', 'SecureParking', 'CityViews', 'AlarmSystem', 'Intercom', 'BroadbandInternetAccess', 'Dishwasher', 'Study', 'DoubleGlazedWindows', 'EnergyEfficientAppliances', 'WaterEfficientAppliances', 'WallCeilingInsulation', 'GardenCourtyard']",Affordable Brand New 2 Bedroom Apartment,2016924365.0,-33.83208,151.012817,https://bucket-api.domain.com.au/v1/bucket/image/2016924365_1_1_210409_043649-w1920-h937,2142,"$799,000",Cowper Street,GRANVILLE,ApartmentUnitFlat,https://www.domain.com.au/38-cowper-street--granville-2142-2016924365,https://www.domain.com.au/38-cowper-street-granville-nsw-2142-2016924365,2021-07-10,799000.0,799000.0
"705/3-5 Weston  Street, Rosehill",2.0,3.0,1,"<b></b><br />INSPECT BY APPOINTMENT - BOOK YOUR TIME IN FOR SATURDAY 3/7/21...ONE PERSON PER APPOINTMENT.

FACE MASKS MUST BE WORN...CALL PETER HOROZAKIS ON 0402 870 202.

Prepare to be impressed with this ultimate urban style apartment which is perfec...","['BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'CityViews', 'Intercom', 'Heating', 'Study']","MILLION DOLLAR CITY/HARBOUR VIEW APARTMENT ($600,000 - $650,000)",2016912256.0,-33.8226624,151.0209,https://bucket-api.domain.com.au/v1/bucket/image/13023070_2_1_190325_051546-w900-h600,2142,"$600,000 - $650,000",Weston  Street,ROSEHILL,ApartmentUnitFlat,https://www.domain.com.au/705-3-5-weston--street--rosehill-2142-2016912256,https://www.domain.com.au/705-3-5-weston-street-rosehill-nsw-2142-2016912256,2021-07-10,600000.0,650000.0
"59 Muttong Street, Pemulwuy",2.0,4.0,1,"<b></b><br />BRAND NEW DUPLEX - 59 Muttong Street, Pemulwuy is still available for purchase

Here is the opportunity to purchase one immaculately presented property with land size of 224sqm.

This beautiful residence is as functional as it is flawless,...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Furnished', 'Gym', 'Study']",BRAND NEW DUPLEX,2016906032.0,-33.8118935,150.927567,https://bucket-api.domain.com.au/v1/bucket/image/2016906032_1_1_210331_064119-w1600-h1200,2145,"Price Guide | $869,000 - $899,000",Muttong Street,PEMULWUY,House,https://www.domain.com.au/59-muttong-street--pemulwuy-2145-2016906032,https://www.domain.com.au/59-muttong-street-pemulwuy-nsw-2145-2016906032,2021-07-10,869000.0,899000.0
"416 Blaxcell Street, Granville",2.0,3.0,2,"<b></b><br />Set on a fabulously spacious 562.8sqm corner block with a generous wrap-around lawn/garden, this solid and established single level brick family home has been built to last with solid Jarrah timber frames and solid hardwood flooring across...","['AirConditioning', 'BuiltInWardrobes', 'InternalLaundry', 'Shed']",SUBSTANTIAL FAMILY HOME,2016898432.0,-33.86277,151.005966,https://bucket-api.domain.com.au/v1/bucket/image/2016898432_9_1_210329_011303-w750-h500,2142,"Price Guide $930,000",Blaxcell Street,GRANVILLE,House,https://www.domain.com.au/416-blaxcell-street--granville-2142-2016898432,https://www.domain.com.au/416-blaxcell-street-granville-nsw-2142-2016898432,2021-07-10,930000.0,930000.0
"38 Cowper St, Granville",2.0,3.0,2,"<b></b><br />The design of each apartment is a balance of practicality and style. Generous proportions allow for comfort and versatility, while bay windows and premium appliances add a touch of class to these highly liveable homes.

EFFICIENT SPATIAL...","['AirConditioning', 'BuiltInWardrobes', 'CableOrSatellite', 'Ensuite', 'Floorboards', 'Gas', 'InternalLaundry', 'PetsAllowed', 'WaterViews', 'IndoorSpa', 'AlarmSystem', 'Intercom', 'BroadbandInternetAccess', 'Bath', 'SeparateDiningRoom', 'Heating', 'Dishwasher', 'Study', 'DoubleGlazedWindows']","SYDNEYS NEW HOT SPOT AFFORDABLE PREMIUM APARTMENTS,CONTACT OUR AGENT",2016896038.0,-33.83208,151.012817,https://bucket-api.domain.com.au/v1/bucket/image/2016896038_3_1_210326_043101-w2000-h1120,2142,"SYDNEYS NEW HOT SPOT AFFORDABLE PREMIUM APARTMENTS,CONTACT OUR AGENT",Cowper St,GRANVILLE,ApartmentUnitFlat,https://www.domain.com.au/38-cowper-st--granville-2142-2016896038,https://www.domain.com.au/38-cowper-st-granville-nsw-2142-2016896038,2021-07-10,,
"8/213 Targo  Road, Girraween",2.0,3.0,1,"<b></b><br />Ricky Singh from First National Westsyde (Pendle Hill) is proud to present this superb contemporary high-quality living at '213 Targo Road, Girraween' an exciting new landmark townhouse complex ideally located in the heart of Girraween on ...","['AirConditioning', 'BuiltInWardrobes']",BRAND NEW CONTEMPORARY TOWNHOUSES,2016894081.0,-33.7924347,150.951355,https://bucket-api.domain.com.au/v1/bucket/image/2016894081_1_1_210325_085010-w5000-h2500,2145,Contact Agent,Targo  Road,GIRRAWEEN,Townhouse,https://www.domain.com.au/8-213-targo--road--girraween-2145-2016894081,https://www.domain.com.au/8-213-targo-road-girraween-nsw-2145-2016894081,2021-07-10,,
"20-22 Dressler Court, Holroyd",2.0,2.0,1,"<b></b><br />Welcome to The Mills, a bold urban retreat in the rapidly evolving suburb of Holroyd. Created by award-winning architects Marchese Partners, This new development will transform a historic milling estate into a revitalised residential preci...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'AlarmSystem', 'Intercom', 'Bath', 'Dishwasher']","Find Your Urban Nature. Private or Video Inspections Only, book now.",2016172344.0,-33.83337,150.99501,https://bucket-api.domain.com.au/v1/bucket/image/2016172342_2_1_200320_044606-w2250-h2700,2142,"$652,500 to $730,000",20-22 Dressler Court,HOLROYD,ApartmentUnitFlat,https://www.domain.com.au/20-22-dressler-court--holroyd-2142-2016172344,https://www.domain.com.au/20-22-dressler-court-holroyd-nsw-2142-2016172344,2021-07-10,652500.0,730000.0
"23/1-7 Belmore, North Parramatta",2.0,3.0,2,"<b></b><br />Spacious three-bedroom apartment

Located in a peaceful cul-de-sac within easy reach of Parramatta's CBD, this highly desirable and spacious apartment offers an idyllic lifestyle. It's a perfect retreat on the top floor of a modern doubl...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'NorthFacing', 'Bath', 'Dishwasher', 'BalconyDeck']","Open house cancelled due to COVID, next open is 3rd July thank you!",2014042976.0,-33.8008766,151.0094,https://bucket-api.domain.com.au/v1/bucket/image/2014042976_1_1_210322_034904-w3800-h2533,2151,"$699,000",Belmore,NORTH PARRAMATTA,ApartmentUnitFlat,https://www.domain.com.au/23-1-7-belmore--north-parramatta-2151-2014042976,https://www.domain.com.au/23-1-7-belmore-north-parramatta-nsw-2151-2014042976,2021-07-10,699000.0,699000.0
"31/47 Gladstone Street, North Parramatta",2.0,3.0,1,"<b></b><br />Designed to accommodate an effortless lifestyle, this north facing townhouse flows between three levels of well presented interiors capturing the warmth and space needed for relaxed family living.

The light filled living zones showcase ...","['AirConditioning', 'BuiltInWardrobes', 'CableOrSatellite', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'NorthFacing', 'AlarmSystem', 'Intercom', 'Bath', 'Heating', 'Dishwasher', 'FullyFenced', 'GardenCourtyard', 'BalconyDeck']","Sold on first week inspection, More properties wanted",2016875814.0,-33.8019638,151.014359,https://bucket-api.domain.com.au/v1/bucket/image/2016875814_1_1_210318_125221-w1169-h861,2151,"$859,000 to $889,000",Gladstone Street,NORTH PARRAMATTA,Townhouse,https://www.domain.com.au/31-47-gladstone-street--north-parramatta-2151-2016875814,https://www.domain.com.au/31-47-gladstone-street-north-parramatta-nsw-2151-2016875814,2021-07-10,859000.0,889000.0
"4/127 Pennant Street, North Parramatta",2.0,2.0,1,"<b></b><br />A STANDOUT APARTMENT WITH IT'S OWN PRIVATE COURTYARD
- Attractive two bedroom complete with ensuite and built ins and fantastic street appeal
- Designer gas kitchen, stone bench tops and a modern, well-appointed bathroom
- Bright open p...","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'BalconyDeck']",GROUND FLOOR,2016873890.0,-33.80765,151.020828,https://bucket-api.domain.com.au/v1/bucket/image/2016873890_2_1_210317_051710-w6002-h4001,2151,"$640,000-$670,000",Pennant Street,NORTH PARRAMATTA,ApartmentUnitFlat,https://www.domain.com.au/4-127-pennant-street--north-parramatta-2151-2016873890,https://www.domain.com.au/4-127-pennant-street-north-parramatta-nsw-2151-2016873890,2021-07-10,,
"5 / 2-3 ORANA PLACE, Telopea",2.0,3.0,2,"<b></b><br />REMAX K1 is proud to present this immaculate family home, set on a quiet sun-soaking cul de sac boutique complex. Spacious three bedroom ideal for growing family or downsizer; master bedroom with ensuite and walk-in robe.

The open plan fa...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'SecureParking', 'Dishwasher']",UNDER OFFER,2016527264.0,-33.7905159,151.036682,https://bucket-api.domain.com.au/v1/bucket/image/2016527264_8_1_201001_061336-w900-h600,2117,SOLD,ORANA PLACE,TELOPEA,Townhouse,https://www.domain.com.au/5---2-3-orana-place--telopea-2117-2016527264,https://www.domain.com.au/5-2-3-orana-place-telopea-nsw-2117-2016527264,2021-07-10,,
"7/149-151 North Rocks Road, North Rocks",2.0,3.0,2,<b></b><br />REMAX K1 proudly presents this beautiful family townhouse located in a highly sought-after location on a quiet secure complex. This full brick townhouse offers sunny north and southerly aspects with cross ventilation. Boasting an easy-care...,"['Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'Intercom', 'Heating']",SOLD,2016855324.0,-33.7843,151.008,https://bucket-api.domain.com.au/v1/bucket/image/2016855324_1_1_210310_124210-w900-h600,2151,SOLD,North Rocks Road,NORTH ROCKS,Townhouse,https://www.domain.com.au/7-149-151-north-rocks-road--north-rocks-2151-2016855324,https://www.domain.com.au/7-149-151-north-rocks-road-north-rocks-nsw-2151-2016855324,2021-07-10,,
"166 Gardenia Parade, Greystanes",3.0,3.0,1,"<b></b><br />This lovely home is freshly painted and sitting on an approximately 800sqm land. It features:

* Three bedrooms (2 with built ins).
* Polished timber floors and tiles throughout.
* Separate lounge and kitchen/Dining area.
* Three toilets.
...","['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'SecureParking']",Large Land in a quiet street,2016854758.0,-33.8344841,150.9489,https://bucket-api.domain.com.au/v1/bucket/image/2016854758_1_1_210309_102258-w550-h366,2145,Sold at auction,Gardenia Parade,GREYSTANES,House,https://www.domain.com.au/166-gardenia-parade--greystanes-2145-2016854758,https://www.domain.com.au/166-gardenia-parade-greystanes-nsw-2145-2016854758,2021-07-10,,
"Lot-2/3A Stapleton Street, Wentworthville",2.0,3.0,1,"<b></b><br />Situated in one of Wentworthville's most desirable streets and within an ultra-convenient location, only a short walk to Wentworthville station, shopping malls, parks, reputable schools, child care centres, medical centre, trendy restauran...","['AirConditioning', 'BuiltInWardrobes', 'AlarmSystem']",Boutique complex of only 7 townhouses (only unit 2 to be sold),2016821886.0,-33.8051033,150.9665,https://bucket-api.domain.com.au/v1/bucket/image/2016821886_2_1_210224_022243-w1600-h885,2145,"$780,000",Stapleton Street,WENTWORTHVILLE,Townhouse,https://www.domain.com.au/lot-2-3a-stapleton-street--wentworthville-2145-2016821886,https://www.domain.com.au/lot-2-3a-stapleton-street-wentworthville-nsw-2145-2016821886,2021-07-10,780000.0,780000.0
"15/14-18 Peggy Street, Mays Hill",2.0,3.0,1,"<b></b><br />This modern unit is located in a quiet street features open-plan living and dining with 3 generous sized bedrooms and 2 bathrooms.  Conveniently located within 20 minutes' walk to Parramatta Westfield and train station, located in Parramat...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Intercom', 'BroadbandInternetAccess', 'Dishwasher', 'BalconyDeck']",Stylish  3 bedrooms apartment,2016773525.0,-33.8209229,150.98613,https://bucket-api.domain.com.au/v1/bucket/image/2016773525_9_1_210202_050331-w1200-h900,2145,$680000,Peggy Street,MAYS HILL,ApartmentUnitFlat,https://www.domain.com.au/15-14-18-peggy-street--mays-hill-2145-2016773525,https://www.domain.com.au/15-14-18-peggy-street-mays-hill-nsw-2145-2016773525,2021-07-10,680000.0,680000.0
"20-22 Dressler Court, Holroyd",2.0,3.0,2,"<b></b><br />Welcome to The Mills, a bold urban retreat in the rapidly evolving suburb of Holroyd. Created by award-winning architects Marchese Partners, This new development will transform a historic milling estate into a revitalised residential preci...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'AlarmSystem', 'Intercom', 'Bath', 'Dishwasher']","Find Your Urban Nature. Private or Video Inspections Only, book now.",2016172346.0,-33.83383,150.99527,https://bucket-api.domain.com.au/v1/bucket/image/12758192_4_1_181128_065434-w3000-h1621,2142,"$780,000 to $825,000",20-22 Dressler Court,HOLROYD,ApartmentUnitFlat,https://www.domain.com.au/20-22-dressler-court--holroyd-2142-2016172346,https://www.domain.com.au/20-22-dressler-court-holroyd-nsw-2142-2016172346,2021-07-10,780000.0,825000.0
"C-104/31-37 Garfield Street, Wentworthville",2.0,3.0,2,<b></b><br />RELIANCE PROPERTY IS SO EXCITED to bring this BRAND NEW contemporary and modern apartment in Wentworthville. This spacious apartment has been designed to maximize the use of space and natural light wherever possible. Situated within minute...,"['AirConditioning', 'BuiltInWardrobes', 'CableOrSatellite', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'AlarmSystem', 'Intercom', 'BroadbandInternetAccess', 'Bath', 'Dishwasher', 'BalconyDeck']",Brand New Three Bedroom Apartment!!!,2016724459.0,-33.81112,150.968781,https://bucket-api.domain.com.au/v1/bucket/image/2016724459_1_1_210111_032846-w908-h542,2145,Contact Reliance Property,Garfield Street,WENTWORTHVILLE,ApartmentUnitFlat,https://www.domain.com.au/c-104-31-37-garfield-street--wentworthville-2145-2016724459,https://www.domain.com.au/c-104-31-37-garfield-street-wentworthville-nsw-2145-2016724459,2021-07-10,,
"13 Brewer Crescent, South Wentworthville",2.0,3.0,1,"<b></b><br />If you've been struggling to find that ideal brand new Townhouse or Villa, then here is your chance to choose from one of these fabulous off-the-plan homes. With construction due to commence early in 2021, you can get in early and select t...",['AirConditioning'],ONLY 6 LEFT - SECURE YOUR BRAND NEW HOME NOW,2016642697.0,-33.82078,150.979813,https://bucket-api.domain.com.au/v1/bucket/image/2016642697_1_1_210212_071022-w750-h499,2145,"Price Guide $715,000",Brewer Crescent,SOUTH WENTWORTHVILLE,Townhouse,https://www.domain.com.au/13-brewer-crescent--south-wentworthville-2145-2016642697,https://www.domain.com.au/13-brewer-crescent-south-wentworthville-nsw-2145-2016642697,2021-07-10,715000.0,715000.0
"1-5 Ellis Street, Merrylands",3.0,3.0,2,"<b></b><br />Private Inspections Only 

Commanding an entire street corner with a cascading architectural design 1-5 Ellis Street sets a new precedent within the Merrylands market.

With only 3 townhouses to choose from a project of 14, you must be qui...",['Intercom'],A Limited Choice in a Collection Of Exquisitely Designed Residences,2016614149.0,-33.8285065,150.9763,https://bucket-api.domain.com.au/v1/bucket/image/2016614149_1_1_201110_120719-w1600-h900,2160,Brand New,Ellis Street,MERRYLANDS,Townhouse,https://www.domain.com.au/1-5-ellis-street--merrylands-2160-2016614149,https://www.domain.com.au/1-5-ellis-street-merrylands-nsw-2160-2016614149,2021-07-10,,
"160 Hawkesbury Road, Westmead",2.0,2.0,1,"<b></b><br />Brand new, qualify designed apartments by the multi-award-winning architects, which sits in the heart of billion expansion plans of university and hospital redevelopment. Walking distance to the nearby World Heritage listed Parramatta Park...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'InternalLaundry', 'SecureParking', 'SwimmingPool', 'Gym', 'AlarmSystem', 'Intercom', 'BroadbandInternetAccess', 'Dishwasher', 'BalconyDeck']",Highline Brand New Luxury Apartment,2016508507.0,-33.807003,150.986389,https://bucket-api.domain.com.au/v1/bucket/image/2016508507_1_1_200922_091204-w4032-h3024,2145,Contact Agent,Hawkesbury Road,WESTMEAD,ApartmentUnitFlat,https://www.domain.com.au/160-hawkesbury-road--westmead-2145-2016508507,https://www.domain.com.au/160-hawkesbury-road-westmead-nsw-2145-2016508507,2021-07-10,,
"4 Joyner St, Westmead",2.0,2.0,1,"<b></b><br />Off the plan apartments, inspect the Amara display suite at 1 Robilliard Street Mays Hill by appointment

Developed by Eastern Pacific, Amara presents a unique opportunity for residents and investors alike, perfectly positioned between o...",[],Amara apartments - a unique lifestyle development ideally located in Westmead,2016484198.0,-33.8182259,150.992264,https://bucket-api.domain.com.au/v1/bucket/image/2016484171_2_1_200909_055739-w3712-h2399,2145,"$630,000 - $655,000",Joyner St,WESTMEAD,NewApartments,https://www.domain.com.au/4-joyner-st--westmead-2145-2016484198,https://www.domain.com.au/4-joyner-st-westmead-nsw-2145-2016484198,2021-07-10,630000.0,655000.0
"111-501/4 Joyner Street, Westmead",2.0,3.0,2,"<b></b><br />Off the plan apartments, inspect the Amara display suite at 1 Robilliard Street Mays Hill by appointment

Developed by Eastern Pacific, Amara presents a unique opportunity for residents and investors alike, perfectly positioned between o...",[],Amara apartments - a unique lifestyle development ideally located in Westmead,2016484171.0,-33.817276,150.992249,https://bucket-api.domain.com.au/v1/bucket/image/2016484171_1_1_200909_055739-w3600-h2400,2145,"$749,000 to $765,000",Joyner Street,WESTMEAD,NewApartments,https://www.domain.com.au/111-501-4-joyner-street--westmead-2145-2016484171,https://www.domain.com.au/111-501-4-joyner-street-westmead-nsw-2145-2016484171,2021-07-10,749000.0,765000.0
"Lot 45/39 William Street, Granville",3.0,3.0,3,"<b></b><br />Phone Enquiry Property ID: 5494

Good Value for Money!
An Ideal Investment Property or Fantastic Place to call Home!
Superb, as new penthouse apartment, exclusively positioned on the rooftop, i.e., level 6 and located in the heart of G...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'NorthFacing', 'Study']","3 Bed,3 Bath,2 Study&3 Car Spaces! Something Special,Amazing Penthouse Apartment",2016384725.0,-33.8361549,151.013138,https://bucket-api.domain.com.au/v1/bucket/image/2016373638_3_1_200714_014513-w2400-h1600,2142,"$850,000",William Street,GRANVILLE,ApartmentUnitFlat,https://www.domain.com.au/lot-45-39-william-street--granville-2142-2016384725,https://www.domain.com.au/lot-45-39-william-street-granville-nsw-2142-2016384725,2021-07-10,850000.0,850000.0
"31-37 Garfield Street, Wentworthville",2.0,3.0,2,"<b></b><br />ON-SITE DISPLAY SUITE OPEN BY APPOINTMENT

RELIANCE PROPERTY IS SO EXCITED to bring this BRAND NEW contemporary and modern project in Wentworthville. These spacious apartments have been designed to maximize the use of space and natural l...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'AlarmSystem', 'Intercom', 'Bath', 'Dishwasher', 'FullyFenced', 'GardenCourtyard', 'BalconyDeck']",HUGE DISCOUNTS & REBATES AVAILABLE,2015543261.0,-33.8094559,150.969055,https://bucket-api.domain.com.au/v1/bucket/image/2015543261_9_pi_190824_014409-w908-h542,2145,"1Bed From $449,990 2Bed From $572,990 3Bed From $699,990",Garfield Street,WENTWORTHVILLE,BlockOfUnits,https://www.domain.com.au/31-37-garfield-street--wentworthville-2145-2015543261,https://www.domain.com.au/31-37-garfield-street-wentworthville-nsw-2145-2015543261,2021-07-10,449990.0,572990.0
"11/81-83 Kissing Point Road, Dundas",2.0,2.0,1,"<b></b><br />This young 2 bedroom modern and trendy design apartment positioned at the corner with only 1 common wall attached and with total area of 267sqm, including a huge paved wrap around large courtyard with large undercover paved patio, plenty s...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'Furnished', 'Intercom', 'Bath', 'Heating', 'Dishwasher', 'GardenCourtyard']",LARGE OUTDOOR COURTYARD!! UNIQUE UNIT WITH TOTAL AREA 267SQM,2016353713.0,-33.80367,151.035828,https://bucket-api.domain.com.au/v1/bucket/image/2016897859_1_1_210328_091930-w1200-h800,2117,BY APPOINTMENT,Kissing Point Road,DUNDAS,ApartmentUnitFlat,https://www.domain.com.au/11-81-83-kissing-point-road--dundas-2117-2016353713,https://www.domain.com.au/11-81-83-kissing-point-road-dundas-nsw-2117-2016353713,2021-07-10,,
"A101/147 Great Western Highway, Mays Hill",2.0,3.0,2,"<b></b><br />Brand new apartments, now registered - 80% SOLD

Near Westmead and at the gateway of Parramatta, Eastern Pacific's superb new Amada offers a choice of one, two and three-bedroom apartments in one of the area's rapidly emerging lifestyle ...","['Ensuite', 'Gas']",AMADA by Eastern Pacific - A new local benchmark in luxury apartment living,2016318709.0,-33.8193359,150.9899,https://bucket-api.domain.com.au/v1/bucket/image/2016318709_1_1_210208_064821-w4134-h2756,2145,UNDER CONTRACT,Great Western Highway,MAYS HILL,NewApartments,https://www.domain.com.au/a101-147-great-western-highway--mays-hill-2145-2016318709,https://www.domain.com.au/a101-147-great-western-highway-mays-hill-nsw-2145-2016318709,2021-07-10,,
"1/23A Banks Street, Mays Hill",2.0,3.0,1,"<b></b><br />This beautiful duplex home is located about 3-4 mins drive to Parramatta Westfield and train station.  
* 3 Bedrooms, 2 bathrooms; master bedroom with ensuite.
* Hardwood timber flooring in living room
* Laundry room with door to back gard...","['Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'Study']",Double storey 3 bedrooms Duplex in a strategic location - Park View,2016306281.0,-33.82117,150.9927,https://bucket-api.domain.com.au/v1/bucket/image/2016306281_6_1_201116_031506-w1200-h900,2145,Sold,Banks Street,MAYS HILL,Duplex,https://www.domain.com.au/1-23a-banks-street--mays-hill-2145-2016306281,https://www.domain.com.au/1-23a-banks-street-mays-hill-nsw-2145-2016306281,2021-07-10,,
"15/82 Macarthur St, North Parramatta",3.0,3.0,2,"<b></b><br />Immaculate 3 bedroom, 3 bathroom townhouse. Offering rare full brick construction and ideal North, East and South aspects, this tri-level townhouse presents exceptional indoor/outdoor living. Within walking distance of Parramatta CBD, rail...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'IndoorSpa', 'Intercom', 'Bath', 'Dishwasher', 'GardenCourtyard']","MODERN, CONVENIENT & SPACIOUS!",2011774004.0,-33.80773,151.015244,https://bucket-api.domain.com.au/v1/bucket/image/w1960-h1470-2011774004_1_pi_150214_030225,2151,"$880,000",Macarthur St,NORTH PARRAMATTA,Townhouse,https://www.domain.com.au/15-82-macarthur-st--north-parramatta-2151-2011774004,https://www.domain.com.au/15-82-macarthur-st-north-parramatta-nsw-2151-2011774004,2021-07-10,880000.0,880000.0
